"location","Commune","Annee","Nombre de bénéficaires de l'accompagnement FSL"
"[ 47.6764527095 , -1.58123350015]","LUSANGER","2012","0"
"[ 47.6764527095 , -1.58123350015]","LUSANGER","2013","0"
"[ 47.6764527095 , -1.58123350015]","LUSANGER","2014","0"
"[ 47.6764527095 , -1.58123350015]","LUSANGER","2015","0"
"[ 46.9909021716 , -1.82423445503]","MACHECOUL","2010",""
"[ 46.9909021716 , -1.82423445503]","MACHECOUL","2011","13"
"[ 46.9909021716 , -1.82423445503]","MACHECOUL","2012","11"
"[ 46.9909021716 , -1.82423445503]","MACHECOUL","2013",""
"[ 46.9909021716 , -1.82423445503]","MACHECOUL","2014","8"
"[ 46.9909021716 , -1.82423445503]","MACHECOUL","2015",""
"[ 47.1162806222 , -1.38832039522]","MAISDON-SUR-SEVRE","2010","0"
"[ 47.1162806222 , -1.38832039522]","MAISDON-SUR-SEVRE","2011","0"
"[ 47.1162806222 , -1.38832039522]","MAISDON-SUR-SEVRE","2012","0"
"[ 47.1162806222 , -1.38832039522]","MAISDON-SUR-SEVRE","2013","0"
"[ 47.1162806222 , -1.38832039522]","MAISDON-SUR-SEVRE","2014","0"
"[ 47.1162806222 , -1.38832039522]","MAISDON-SUR-SEVRE","2015",""
"[ 47.3437603609 , -1.85417441927]","MALVILLE","2010",""
"[ 47.3437603609 , -1.85417441927]","MALVILLE","2011","0"
"[ 47.3437603609 , -1.85417441927]","MALVILLE","2012",""
"[ 47.3437603609 , -1.85417441927]","MALVILLE","2013",""
"[ 47.3437603609 , -1.85417441927]","MALVILLE","2014",""
"[ 47.3437603609 , -1.85417441927]","MALVILLE","2015","0"
"[ 47.5923525289 , -1.69566115325]","MARSAC-SUR-DON","2010","0"
"[ 47.5923525289 , -1.69566115325]","MARSAC-SUR-DON","2011",""
"[ 47.5923525289 , -1.69566115325]","MARSAC-SUR-DON","2012","0"
"[ 47.5923525289 , -1.69566115325]","MARSAC-SUR-DON","2013",""
"[ 47.5923525289 , -1.69566115325]","MARSAC-SUR-DON","2014",""
"[ 47.5923525289 , -1.69566115325]","MARSAC-SUR-DON","2015","0"
"[ 47.6762651766 , -1.90508862708]","MASSERAC","2010","0"
"[ 47.6762651766 , -1.90508862708]","MASSERAC","2011","0"
"[ 47.6762651766 , -1.90508862708]","MASSERAC","2012","0"
"[ 47.6762651766 , -1.90508862708]","MASSERAC","2013","0"
"[ 47.6762651766 , -1.90508862708]","MASSERAC","2014","0"
"[ 47.6762651766 , -1.90508862708]","MASSERAC","2015","0"
"[ 47.4824527188 , -1.11854421954]","MAUMUSSON","2010","0"
"[ 47.4824527188 , -1.11854421954]","MAUMUSSON","2011","0"
"[ 47.4824527188 , -1.11854421954]","MAUMUSSON","2012","0"
"[ 47.4824527188 , -1.11854421954]","MAUMUSSON","2013",""
"[ 47.4824527188 , -1.11854421954]","MAUMUSSON","2014","0"
"[ 47.4824527188 , -1.11854421954]","MAUMUSSON","2015","0"
"[ 47.3160615628 , -1.4027432534]","MAUVES-SUR-LOIRE","2010","0"
"[ 47.3160615628 , -1.4027432534]","MAUVES-SUR-LOIRE","2011",""
"[ 47.3160615628 , -1.4027432534]","MAUVES-SUR-LOIRE","2012","0"
"[ 47.3160615628 , -1.4027432534]","MAUVES-SUR-LOIRE","2013","0"
"[ 47.3160615628 , -1.4027432534]","MAUVES-SUR-LOIRE","2014","0"
"[ 47.3160615628 , -1.4027432534]","MAUVES-SUR-LOIRE","2015","0"
"[ 47.4286327765 , -1.22575048037]","MESANGER","2010",""
"[ 47.4286327765 , -1.22575048037]","MESANGER","2011",""
"[ 47.4286327765 , -1.22575048037]","MESANGER","2012","0"
"[ 47.4286327765 , -1.22575048037]","MESANGER","2013",""
"[ 47.4286327765 , -1.22575048037]","MESANGER","2014",""
"[ 47.4286327765 , -1.22575048037]","MESANGER","2015","0"
"[ 47.3960361939 , -2.47105635027]","MESQUER","2010",""
"[ 47.3960361939 , -2.47105635027]","MESQUER","2011",""
"[ 47.3960361939 , -2.47105635027]","MESQUER","2012",""
"[ 47.3960361939 , -2.47105635027]","MESQUER","2013",""
"[ 47.3960361939 , -2.47105635027]","MESQUER","2014","0"
"[ 47.3960361939 , -2.47105635027]","MESQUER","2015","0"
"[ 47.4879830182 , -2.17796090829]","MISSILLAC","2010",""
"[ 47.4879830182 , -2.17796090829]","MISSILLAC","2011",""
"[ 47.4879830182 , -2.17796090829]","MISSILLAC","2012",""
"[ 47.4879830182 , -2.17796090829]","MISSILLAC","2013",""
"[ 47.4879830182 , -2.17796090829]","MISSILLAC","2014",""
"[ 47.4879830182 , -2.17796090829]","MISSILLAC","2015",""
"[ 47.6221923633 , -1.37436935838]","MOISDON-LA-RIVIERE","2010",""
"[ 47.6221923633 , -1.37436935838]","MOISDON-LA-RIVIERE","2011",""
"[ 47.6221923633 , -1.37436935838]","MOISDON-LA-RIVIERE","2012",""
"[ 47.6221923633 , -1.37436935838]","MOISDON-LA-RIVIERE","2013","0"
"[ 47.6221923633 , -1.37436935838]","MOISDON-LA-RIVIERE","2014",""
"[ 47.6221923633 , -1.37436935838]","MOISDON-LA-RIVIERE","2015",""
"[ 47.1203742032 , -1.34896817551]","MONNIERES","2010","0"
"[ 47.1203742032 , -1.34896817551]","MONNIERES","2011",""
"[ 47.1203742032 , -1.34896817551]","MONNIERES","2012",""
"[ 47.1203742032 , -1.34896817551]","MONNIERES","2013",""
"[ 47.1203742032 , -1.34896817551]","MONNIERES","2014",""
"[ 47.1203742032 , -1.34896817551]","MONNIERES","2015",""
"[ 47.0678823332 , -1.4700566822]","MONTBERT","2010","0"
"[ 47.0678823332 , -1.4700566822]","MONTBERT","2011","0"
"[ 47.0678823332 , -1.4700566822]","MONTBERT","2012",""
"[ 47.0678823332 , -1.4700566822]","MONTBERT","2013",""
"[ 47.0678823332 , -1.4700566822]","MONTBERT","2014",""
"[ 47.0678823332 , -1.4700566822]","MONTBERT","2015",""
"[ 47.323810896 , -2.14668569176]","MONTOIR-DE-BRETAGNE","2010",""
"[ 47.323810896 , -2.14668569176]","MONTOIR-DE-BRETAGNE","2011","8"
"[ 47.323810896 , -2.14668569176]","MONTOIR-DE-BRETAGNE","2012","11"
"[ 47.323810896 , -2.14668569176]","MONTOIR-DE-BRETAGNE","2013","8"
"[ 47.323810896 , -2.14668569176]","MONTOIR-DE-BRETAGNE","2014",""
"[ 47.323810896 , -2.14668569176]","MONTOIR-DE-BRETAGNE","2015","25"
"[ 47.4022611651 , -0.972238847342]","MONTRELAIS","2010","0"
"[ 47.4022611651 , -0.972238847342]","MONTRELAIS","2011","0"
"[ 47.4022611651 , -0.972238847342]","MONTRELAIS","2012",""
"[ 47.4022611651 , -0.972238847342]","MONTRELAIS","2013",""
"[ 47.4022611651 , -0.972238847342]","MONTRELAIS","2014","0"
"[ 47.4022611651 , -0.972238847342]","MONTRELAIS","2015","0"
"[ 47.7048611258 , -1.66456541426]","MOUAIS","2010","0"
"[ 47.7048611258 , -1.66456541426]","MOUAIS","2011","0"
"[ 47.7048611258 , -1.66456541426]","MOUAIS","2012","0"
"[ 47.7048611258 , -1.66456541426]","MOUAIS","2013","0"
"[ 47.7048611258 , -1.66456541426]","MOUAIS","2014","0"
"[ 47.7048611258 , -1.66456541426]","MOUAIS","2015","0"
"[ 47.4378575967 , -1.3306293732]","MOUZEIL","2010",""
"[ 47.4378575967 , -1.3306293732]","MOUZEIL","2011",""
"[ 47.4378575967 , -1.3306293732]","MOUZEIL","2012","0"
"[ 47.4378575967 , -1.3306293732]","MOUZEIL","2013","0"
"[ 47.4378575967 , -1.3306293732]","MOUZEIL","2014","0"
"[ 47.4378575967 , -1.3306293732]","MOUZEIL","2015",""
"[ 47.1291024411 , -1.27347121141]","MOUZILLON","2010","0"
"[ 47.1291024411 , -1.27347121141]","MOUZILLON","2011",""
"[ 47.1291024411 , -1.27347121141]","MOUZILLON","2012",""
"[ 47.1291024411 , -1.27347121141]","MOUZILLON","2013",""
"[ 47.1291024411 , -1.27347121141]","MOUZILLON","2014",""
"[ 47.1291024411 , -1.27347121141]","MOUZILLON","2015",""
"[ 47.2319297924 , -1.54822213448]","NANTES","2010","145"
"[ 47.2319297924 , -1.54822213448]","NANTES","2011","251"
"[ 47.2319297924 , -1.54822213448]","NANTES","2012","297"
"[ 47.2319297924 , -1.54822213448]","NANTES","2013","314"
"[ 47.2319297924 , -1.54822213448]","NANTES","2014","301"
"[ 47.2319297924 , -1.54822213448]","NANTES","2015","296"
"[ 47.4472972756 , -1.51853480812]","NORT-SUR-ERDRE","2010",""
"[ 47.4472972756 , -1.51853480812]","NORT-SUR-ERDRE","2011",""
"[ 47.4472972756 , -1.51853480812]","NORT-SUR-ERDRE","2012","6"
"[ 47.4472972756 , -1.51853480812]","NORT-SUR-ERDRE","2013","7"
"[ 47.4472972756 , -1.51853480812]","NORT-SUR-ERDRE","2014","8"
"[ 47.4472972756 , -1.51853480812]","NORT-SUR-ERDRE","2015","6"
"[ 47.3755652381 , -1.7158308155]","NOTRE-DAME-DES-LANDES","2010","0"
"[ 47.3755652381 , -1.7158308155]","NOTRE-DAME-DES-LANDES","2011","0"
"[ 47.3755652381 , -1.7158308155]","NOTRE-DAME-DES-LANDES","2012",""
"[ 47.3755652381 , -1.7158308155]","NOTRE-DAME-DES-LANDES","2013",""
"[ 47.3755652381 , -1.7158308155]","NOTRE-DAME-DES-LANDES","2014",""
"[ 47.3755652381 , -1.7158308155]","NOTRE-DAME-DES-LANDES","2015",""
"[ 47.7714338985 , -1.34263046672]","NOYAL-SUR-BRUTZ","2010","0"
"[ 47.7714338985 , -1.34263046672]","NOYAL-SUR-BRUTZ","2011","0"
"[ 47.7714338985 , -1.34263046672]","NOYAL-SUR-BRUTZ","2012","0"
"[ 47.7714338985 , -1.34263046672]","NOYAL-SUR-BRUTZ","2013","0"
"[ 47.7714338985 , -1.34263046672]","NOYAL-SUR-BRUTZ","2014","0"
"[ 47.7714338985 , -1.34263046672]","NOYAL-SUR-BRUTZ","2015",""
"[ 47.572972466 , -1.60066344235]","NOZAY","2010",""
"[ 47.572972466 , -1.60066344235]","NOZAY","2011","9"
"[ 47.572972466 , -1.60066344235]","NOZAY","2012","7"
"[ 47.572972466 , -1.60066344235]","NOZAY","2013","7"
"[ 47.572972466 , -1.60066344235]","NOZAY","2014","12"
"[ 47.572972466 , -1.60066344235]","NOZAY","2015","9"
"[ 47.2743627349 , -1.6230980962]","ORVAULT","2010","10"
"[ 47.2743627349 , -1.6230980962]","ORVAULT","2011","12"
"[ 47.2743627349 , -1.6230980962]","ORVAULT","2012","14"
"[ 47.2743627349 , -1.6230980962]","ORVAULT","2013","14"
"[ 47.2743627349 , -1.6230980962]","ORVAULT","2014","16"
"[ 47.2743627349 , -1.6230980962]","ORVAULT","2015","13"
"[ 47.3555067103 , -1.27204452035]","OUDON","2010","0"
"[ 47.3555067103 , -1.27204452035]","OUDON","2011",""
"[ 47.3555067103 , -1.27204452035]","OUDON","2012","0"
"[ 47.3555067103 , -1.27204452035]","OUDON","2013",""
"[ 47.3555067103 , -1.27204452035]","OUDON","2014",""
"[ 47.3555067103 , -1.27204452035]","OUDON","2015",""
"[ 47.285933492 , -2.02766370866]","PAIMBOEUF","2010","7"
"[ 47.285933492 , -2.02766370866]","PAIMBOEUF","2011","12"
"[ 47.285933492 , -2.02766370866]","PAIMBOEUF","2012","13"
"[ 47.285933492 , -2.02766370866]","PAIMBOEUF","2013","13"
"[ 47.285933492 , -2.02766370866]","PAIMBOEUF","2014","7"
"[ 47.285933492 , -2.02766370866]","PAIMBOEUF","2015",""
"[ 47.4878984366 , -1.21558648453]","PANNECE","2010","0"
"[ 47.4878984366 , -1.21558648453]","PANNECE","2011",""
"[ 47.4878984366 , -1.21558648453]","PANNECE","2012",""
"[ 47.4878984366 , -1.21558648453]","PANNECE","2013",""
"[ 47.4878984366 , -1.21558648453]","PANNECE","2014","0"
"[ 47.4878984366 , -1.21558648453]","PANNECE","2015","0"
"[ 46.9575414855 , -1.77822076689]","PAULX","2010","0"
"[ 46.9575414855 , -1.77822076689]","PAULX","2011",""
"[ 46.9575414855 , -1.77822076689]","PAULX","2012",""
"[ 46.9575414855 , -1.77822076689]","PAULX","2013",""
"[ 46.9575414855 , -1.77822076689]","PAULX","2014",""
"[ 46.9575414855 , -1.77822076689]","PAULX","2015",""
"[ 47.6109996991 , -1.27783548967]","PETIT-AUVERNE","2010",""
"[ 47.6109996991 , -1.27783548967]","PETIT-AUVERNE","2011",""
"[ 47.6109996991 , -1.27783548967]","PETIT-AUVERNE","2012",""
"[ 47.6109996991 , -1.27783548967]","PETIT-AUVERNE","2013",""
"[ 47.6109996991 , -1.27783548967]","PETIT-AUVERNE","2014",""
"[ 47.6109996991 , -1.27783548967]","PETIT-AUVERNE","2015",""
"[ 47.4051037425 , -1.45672298355]","PETIT-MARS","2010",""
"[ 47.4051037425 , -1.45672298355]","PETIT-MARS","2011",""
"[ 47.4051037425 , -1.45672298355]","PETIT-MARS","2012",""
"[ 47.4051037425 , -1.45672298355]","PETIT-MARS","2013",""
"[ 47.4051037425 , -1.45672298355]","PETIT-MARS","2014","0"
"[ 47.4051037425 , -1.45672298355]","PETIT-MARS","2015",""
"[ 47.6891954405 , -1.77482137717]","PIERRIC","2010","0"
"[ 47.6891954405 , -1.77482137717]","PIERRIC","2011","0"
"[ 47.6891954405 , -1.77482137717]","PIERRIC","2012","0"
"[ 47.6891954405 , -1.77482137717]","PIERRIC","2013","0"
"[ 47.6891954405 , -1.77482137717]","PIERRIC","2014","0"
"[ 47.6891954405 , -1.77482137717]","PIERRIC","2015","0"
"[ 47.3776963732 , -2.51857863383]","PIRIAC-SUR-MER","2010","0"
"[ 47.3776963732 , -2.51857863383]","PIRIAC-SUR-MER","2011","0"
"[ 47.3776963732 , -2.51857863383]","PIRIAC-SUR-MER","2012","0"
"[ 47.3776963732 , -2.51857863383]","PIRIAC-SUR-MER","2013","0"
"[ 47.3776963732 , -2.51857863383]","PIRIAC-SUR-MER","2014","0"
"[ 47.3776963732 , -2.51857863383]","PIRIAC-SUR-MER","2015",""
"[ 47.5556189286 , -1.890451622]","PLESSE","2010","7"
"[ 47.5556189286 , -1.890451622]","PLESSE","2011","6"
"[ 47.5556189286 , -1.890451622]","PLESSE","2012","5"
"[ 47.5556189286 , -1.890451622]","PLESSE","2013","8"
"[ 47.5556189286 , -1.890451622]","PLESSE","2014",""
"[ 47.5556189286 , -1.890451622]","PLESSE","2015","5"
"[ 47.1266100164 , -1.56597021666]","PONT-SAINT-MARTIN","2010",""
"[ 47.1266100164 , -1.56597021666]","PONT-SAINT-MARTIN","2011","0"
"[ 47.1266100164 , -1.56597021666]","PONT-SAINT-MARTIN","2012","0"
"[ 47.1266100164 , -1.56597021666]","PONT-SAINT-MARTIN","2013",""
"[ 47.1266100164 , -1.56597021666]","PONT-SAINT-MARTIN","2014",""
"[ 47.1266100164 , -1.56597021666]","PONT-SAINT-MARTIN","2015","6"
"[ 47.4336272103 , -2.09524092177]","PONTCHATEAU","2010",""
"[ 47.4336272103 , -2.09524092177]","PONTCHATEAU","2011",""
"[ 47.4336272103 , -2.09524092177]","PONTCHATEAU","2012",""
"[ 47.4336272103 , -2.09524092177]","PONTCHATEAU","2013",""
"[ 47.4336272103 , -2.09524092177]","PONTCHATEAU","2014","0"
"[ 47.4336272103 , -2.09524092177]","PONTCHATEAU","2015",""
"[ 47.1222484438 , -2.05214694072]","PORNIC","2010","6"
"[ 47.1222484438 , -2.05214694072]","PORNIC","2011","5"
"[ 47.1222484438 , -2.05214694072]","PORNIC","2012","10"
"[ 47.1222484438 , -2.05214694072]","PORNIC","2013","10"
"[ 47.1222484438 , -2.05214694072]","PORNIC","2014","11"
"[ 47.1222484438 , -2.05214694072]","PORNIC","2015","10"
"[ 47.2615910199 , -2.31410657175]","PORNICHET","2010","0"
"[ 47.2615910199 , -2.31410657175]","PORNICHET","2011",""
"[ 47.2615910199 , -2.31410657175]","PORNICHET","2012",""
"[ 47.2615910199 , -2.31410657175]","PORNICHET","2013",""
"[ 47.2615910199 , -2.31410657175]","PORNICHET","2014","0"
"[ 47.2615910199 , -2.31410657175]","PORNICHET","2015","7"
"[ 47.1409634149 , -1.76792981377]","PORT-SAINT-PERE","2010",""
"[ 47.1409634149 , -1.76792981377]","PORT-SAINT-PERE","2011",""
"[ 47.1409634149 , -1.76792981377]","PORT-SAINT-PERE","2012",""
"[ 47.1409634149 , -1.76792981377]","PORT-SAINT-PERE","2013",""
"[ 47.1409634149 , -1.76792981377]","PORT-SAINT-PERE","2014",""
"[ 47.1409634149 , -1.76792981377]","PORT-SAINT-PERE","2015",""
"[ 47.4673635554 , -1.17438053766]","POUILLE-LES-COTEAUX","2010","0"
"[ 47.4673635554 , -1.17438053766]","POUILLE-LES-COTEAUX","2011","0"
"[ 47.4673635554 , -1.17438053766]","POUILLE-LES-COTEAUX","2012","0"
"[ 47.4673635554 , -1.17438053766]","POUILLE-LES-COTEAUX","2013","0"
"[ 47.4673635554 , -1.17438053766]","POUILLE-LES-COTEAUX","2014","0"
"[ 47.4673635554 , -1.17438053766]","POUILLE-LES-COTEAUX","2015",""
"[ 47.1310519254 , -2.21225281675]","PREFAILLES","2010","0"
"[ 47.1310519254 , -2.21225281675]","PREFAILLES","2011","0"
"[ 47.1310519254 , -2.21225281675]","PREFAILLES","2012","0"
"[ 47.1310519254 , -2.21225281675]","PREFAILLES","2013","0"
"[ 47.1310519254 , -2.21225281675]","PREFAILLES","2014",""
"[ 47.1310519254 , -2.21225281675]","PREFAILLES","2015",""
"[ 47.3742188953 , -2.01852812965]","PRINQUIAU","2010",""
"[ 47.3742188953 , -2.01852812965]","PRINQUIAU","2011",""
"[ 47.3742188953 , -2.01852812965]","PRINQUIAU","2012",""
"[ 47.3742188953 , -2.01852812965]","PRINQUIAU","2013",""
"[ 47.3742188953 , -2.01852812965]","PRINQUIAU","2014",""
"[ 47.3742188953 , -2.01852812965]","PRINQUIAU","2015",""
"[ 47.5186854449 , -1.62014327097]","PUCEUL","2010","0"
"[ 47.5186854449 , -1.62014327097]","PUCEUL","2011",""
"[ 47.5186854449 , -1.62014327097]","PUCEUL","2012",""
"[ 47.5186854449 , -1.62014327097]","PUCEUL","2013",""
"[ 47.5186854449 , -1.62014327097]","PUCEUL","2014",""
"[ 47.5186854449 , -1.62014327097]","PUCEUL","2015",""
"[ 47.4616615722 , -1.94014558625]","QUILLY","2010",""
"[ 47.4616615722 , -1.94014558625]","QUILLY","2011","0"
"[ 47.4616615722 , -1.94014558625]","QUILLY","2012",""
"[ 47.4616615722 , -1.94014558625]","QUILLY","2013","0"
"[ 47.4616615722 , -1.94014558625]","QUILLY","2014","0"
"[ 47.4616615722 , -1.94014558625]","QUILLY","2015","0"
"[ 47.0380344756 , -1.38731749593]","REMOUILLE","2010","0"
"[ 47.0380344756 , -1.38731749593]","REMOUILLE","2011","0"
"[ 47.0380344756 , -1.38731749593]","REMOUILLE","2012",""
"[ 47.0380344756 , -1.38731749593]","REMOUILLE","2013",""
"[ 47.0380344756 , -1.38731749593]","REMOUILLE","2014","0"
"[ 47.0380344756 , -1.38731749593]","REMOUILLE","2015","0"
"[ 47.1766317629 , -1.55027210423]","REZE","2010","18"
"[ 47.1766317629 , -1.55027210423]","REZE","2011","50"
"[ 47.1766317629 , -1.55027210423]","REZE","2012","71"
"[ 47.1766317629 , -1.55027210423]","REZE","2013","79"
"[ 47.1766317629 , -1.55027210423]","REZE","2014","60"
"[ 47.1766317629 , -1.55027210423]","REZE","2015","54"
"[ 47.5212039831 , -1.31268084137]","RIAILLE","2010",""
"[ 47.5212039831 , -1.31268084137]","RIAILLE","2011",""
"[ 47.5212039831 , -1.31268084137]","RIAILLE","2012",""
"[ 47.5212039831 , -1.31268084137]","RIAILLE","2013",""
"[ 47.5212039831 , -1.31268084137]","RIAILLE","2014",""
"[ 47.5212039831 , -1.31268084137]","RIAILLE","2015",""
"[ 47.1763643419 , -1.8437920272]","ROUANS","2010","0"
"[ 47.1763643419 , -1.8437920272]","ROUANS","2011","0"
"[ 47.1763643419 , -1.8437920272]","ROUANS","2012","0"
"[ 47.1763643419 , -1.8437920272]","ROUANS","2013","0"
"[ 47.1763643419 , -1.8437920272]","ROUANS","2014","0"
"[ 47.1763643419 , -1.8437920272]","ROUANS","2015","0"
"[ 47.7701685972 , -1.43435306545]","ROUGE","2010","0"
"[ 47.7701685972 , -1.43435306545]","ROUGE","2011","0"
"[ 47.7701685972 , -1.43435306545]","ROUGE","2012","0"
"[ 47.7701685972 , -1.43435306545]","ROUGE","2013",""
"[ 47.7701685972 , -1.43435306545]","ROUGE","2014",""
"[ 47.7701685972 , -1.43435306545]","ROUGE","2015","0"
"[ 47.7644348721 , -1.5204638701]","RUFFIGNE","2010","0"
"[ 47.7644348721 , -1.5204638701]","RUFFIGNE","2011","0"
"[ 47.7644348721 , -1.5204638701]","RUFFIGNE","2012","0"
"[ 47.7644348721 , -1.5204638701]","RUFFIGNE","2013","0"
"[ 47.7644348721 , -1.5204638701]","RUFFIGNE","2014","0"
"[ 47.7644348721 , -1.5204638701]","RUFFIGNE","2015","0"
"[ 47.4913276925 , -1.57918997679]","SAFFRE","2010",""
"[ 47.4913276925 , -1.57918997679]","SAFFRE","2011","0"
"[ 47.4913276925 , -1.57918997679]","SAFFRE","2012","0"
"[ 47.4913276925 , -1.57918997679]","SAFFRE","2013",""
"[ 47.4913276925 , -1.57918997679]","SAFFRE","2014",""
"[ 47.4913276925 , -1.57918997679]","SAFFRE","2015","0"
"[ 47.1328507639 , -1.62349321603]","SAINT-AIGNAN-GRANDLIEU","2010",""
"[ 47.1328507639 , -1.62349321603]","SAINT-AIGNAN-GRANDLIEU","2011",""
"[ 47.1328507639 , -1.62349321603]","SAINT-AIGNAN-GRANDLIEU","2012",""
"[ 47.1328507639 , -1.62349321603]","SAINT-AIGNAN-GRANDLIEU","2013",""
"[ 47.1328507639 , -1.62349321603]","SAINT-AIGNAN-GRANDLIEU","2014",""
"[ 47.1328507639 , -1.62349321603]","SAINT-AIGNAN-GRANDLIEU","2015","0"
"[ 47.3235567705 , -2.31222903526]","SAINT-ANDRE-DES-EAUX","2010","0"
"[ 47.3235567705 , -2.31222903526]","SAINT-ANDRE-DES-EAUX","2011","0"
"[ 47.3235567705 , -2.31222903526]","SAINT-ANDRE-DES-EAUX","2012","0"
"[ 47.3235567705 , -2.31222903526]","SAINT-ANDRE-DES-EAUX","2013","0"
"[ 47.3235567705 , -2.31222903526]","SAINT-ANDRE-DES-EAUX","2014","0"
"[ 47.3235567705 , -2.31222903526]","SAINT-ANDRE-DES-EAUX","2015","0"
"[ 47.705452992 , -1.47868383054]","SAINT-AUBIN-DES-CHATEAUX","2010","0"
"[ 47.705452992 , -1.47868383054]","SAINT-AUBIN-DES-CHATEAUX","2011","0"
"[ 47.705452992 , -1.47868383054]","SAINT-AUBIN-DES-CHATEAUX","2012","0"
"[ 47.705452992 , -1.47868383054]","SAINT-AUBIN-DES-CHATEAUX","2013",""
"[ 47.705452992 , -1.47868383054]","SAINT-AUBIN-DES-CHATEAUX","2014","0"
"[ 47.705452992 , -1.47868383054]","SAINT-AUBIN-DES-CHATEAUX","2015",""
"[ 47.2378415143 , -2.1514821724]","SAINT-BREVIN-LES-PINS","2010","8"
"[ 47.2378415143 , -2.1514821724]","SAINT-BREVIN-LES-PINS","2011","16"
"[ 47.2378415143 , -2.1514821724]","SAINT-BREVIN-LES-PINS","2012","20"
"[ 47.2378415143 , -2.1514821724]","SAINT-BREVIN-LES-PINS","2013","17"
"[ 47.2378415143 , -2.1514821724]","SAINT-BREVIN-LES-PINS","2014","11"
"[ 47.2378415143 , -2.1514821724]","SAINT-BREVIN-LES-PINS","2015","6"
"[ 47.0251546914 , -1.55858496888]","SAINT-COLOMBAN","2010","0"
"[ 47.0251546914 , -1.55858496888]","SAINT-COLOMBAN","2011","0"
"[ 47.0251546914 , -1.55858496888]","SAINT-COLOMBAN","2012",""
"[ 47.0251546914 , -1.55858496888]","SAINT-COLOMBAN","2013",""
"[ 47.0251546914 , -1.55858496888]","SAINT-COLOMBAN","2014","0"
"[ 47.0251546914 , -1.55858496888]","SAINT-COLOMBAN","2015","0"
"[ 46.9455217055 , -1.71819615184]","SAINT-ETIENNE-DE-MER-MORTE","2010",""
"[ 46.9455217055 , -1.71819615184]","SAINT-ETIENNE-DE-MER-MORTE","2011",""
"[ 46.9455217055 , -1.71819615184]","SAINT-ETIENNE-DE-MER-MORTE","2012",""
"[ 46.9455217055 , -1.71819615184]","SAINT-ETIENNE-DE-MER-MORTE","2013",""
"[ 46.9455217055 , -1.71819615184]","SAINT-ETIENNE-DE-MER-MORTE","2014","0"
"[ 46.9455217055 , -1.71819615184]","SAINT-ETIENNE-DE-MER-MORTE","2015","0"
"[ 47.2649329851 , -1.78419390624]","SAINT-ETIENNE-DE-MONTLUC","2010",""
"[ 47.2649329851 , -1.78419390624]","SAINT-ETIENNE-DE-MONTLUC","2011",""
"[ 47.2649329851 , -1.78419390624]","SAINT-ETIENNE-DE-MONTLUC","2012",""
"[ 47.2649329851 , -1.78419390624]","SAINT-ETIENNE-DE-MONTLUC","2013","0"
"[ 47.2649329851 , -1.78419390624]","SAINT-ETIENNE-DE-MONTLUC","2014",""
"[ 47.2649329851 , -1.78419390624]","SAINT-ETIENNE-DE-MONTLUC","2015",""
"[ 47.1433960397 , -1.41587162048]","SAINT-FIACRE-SUR-MAINE","2010","0"
"[ 47.1433960397 , -1.41587162048]","SAINT-FIACRE-SUR-MAINE","2011","0"
"[ 47.1433960397 , -1.41587162048]","SAINT-FIACRE-SUR-MAINE","2012","0"
"[ 47.1433960397 , -1.41587162048]","SAINT-FIACRE-SUR-MAINE","2013","0"
"[ 47.1433960397 , -1.41587162048]","SAINT-FIACRE-SUR-MAINE","2014","0"
"[ 47.1433960397 , -1.41587162048]","SAINT-FIACRE-SUR-MAINE","2015","0"
"[ 47.3705869081 , -1.20940512646]","SAINT-GEREON","2010",""
"[ 47.3705869081 , -1.20940512646]","SAINT-GEREON","2011",""
"[ 47.3705869081 , -1.20940512646]","SAINT-GEREON","2012",""
"[ 47.3705869081 , -1.20940512646]","SAINT-GEREON","2013",""
"[ 47.3705869081 , -1.20940512646]","SAINT-GEREON","2014",""
"[ 47.3705869081 , -1.20940512646]","SAINT-GEREON","2015",""
"[ 47.5087900711 , -2.05933094102]","SAINT-GILDAS-DES-BOIS","2010",""
"[ 47.5087900711 , -2.05933094102]","SAINT-GILDAS-DES-BOIS","2011",""
"[ 47.5087900711 , -2.05933094102]","SAINT-GILDAS-DES-BOIS","2012","6"
"[ 47.5087900711 , -2.05933094102]","SAINT-GILDAS-DES-BOIS","2013","0"
"[ 47.5087900711 , -2.05933094102]","SAINT-GILDAS-DES-BOIS","2014",""
"[ 47.5087900711 , -2.05933094102]","SAINT-GILDAS-DES-BOIS","2015",""
"[ 47.2247807833 , -1.63407759067]","SAINT-HERBLAIN","2010","34"
"[ 47.2247807833 , -1.63407759067]","SAINT-HERBLAIN","2011","37"
"[ 47.2247807833 , -1.63407759067]","SAINT-HERBLAIN","2012","39"
"[ 47.2247807833 , -1.63407759067]","SAINT-HERBLAIN","2013","41"
"[ 47.2247807833 , -1.63407759067]","SAINT-HERBLAIN","2014","42"
"[ 47.2247807833 , -1.63407759067]","SAINT-HERBLAIN","2015","39"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2010","0"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2011","0"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2012","0"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2013",""
